id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
5c296e86-de87-40e1-9743-71b7e6163801,Nathan Pires,1990-05-17,778.995.348-48,23558-486,Borges,SC,Brasil,M,+55 (061) 3277-5386,77899534848@exemplo.com.br,2025-05-12
0031dcbc-5691-4c41-8733-70ca0c864891,Marina Moura,1944-05-03,486.000.441-58,32613511,Gonçalves,MS,Brasil,M,0900-484-6651,48600044158@exemplo.com.br,2025-03-09
776fc4b7-74f6-4176-a313-f15127ec7c9a,Francisco Cavalcante,1990-08-12,088.489.304-31,83221115,Ferreira,RO,Brasil,M,(011) 1295-9465,08848930431@exemplo.com.br,2024-10-03
982c19cd-5782-4434-94c8-94e550b9f563,Dr. Diogo Gonçalves,1981-08-27,467.584.504-00,21627545,Lima,MS,Brasil,M,51 8174 1590,46758450400@exemplo.com.br,2024-03-29
26fa2bef-ad4a-4a2e-b0ee-fe5bea2da60f,Ana Carolina da Rocha,1940-08-14,269.326.391-58,21277274,Albuquerque de Moraes,RR,Brasil,M,+55 (071) 9345-1683,26932639158@exemplo.com.br,2024-02-05
c256a90c-ca4a-4a7a-83ad-b17fd0ce1262,Diego Ramos,1941-02-09,909.663.882-65,72498-719,da Rosa de Vieira,MA,Brasil,M,61 1100 7854,90966388265@exemplo.com.br,2024-12-07
319818aa-b8f7-47c1-b4e1-a3e7fd75b27d,Pedro Lucas Nascimento,2001-10-30,864.687.595-31,72807500,Nogueira,RR,Brasil,F,+55 (081) 8454-4440,86468759531@exemplo.com.br,2023-12-28
fc200fbe-c561-4b15-8622-bf6d64be938b,Dr. João Felipe Nunes,1989-03-12,714.050.148-09,12055-775,Duarte,MG,Brasil,M,51 5228 4224,71405014809@exemplo.com.br,2025-04-13
877ffe75-0f0d-43e6-850c-31d67fabc0c6,Rael Gonçalves,1934-08-27,462.339.225-05,12427452,Novaes,GO,Brasil,F,21 5803 6668,46233922505@exemplo.com.br,2023-12-06
71f6b243-99b7-413b-98fd-2a18e9ffbccf,Liz Souza,1955-03-12,981.616.404-43,30881488,Pastor da Prata,SP,Brasil,F,+55 (011) 9624-1558,98161640443@exemplo.com.br,2024-05-28
e0597a4e-b9de-4b3c-af59-8ba2690c5652,Dr. Leonardo Aragão,1961-08-19,319.184.840-84,94902-153,Abreu Paulista,SE,Brasil,M,+55 (084) 6418-9157,31918484084@exemplo.com.br,2024-06-09
c20909ce-6f4e-4559-bf4c-0a1cd4b3a07b,Sr. Ravi Sá,1981-08-25,633.004.932-31,18552-875,Rezende,PA,Brasil,M,+55 (021) 3083 5197,63300493231@exemplo.com.br,2025-04-09
f9851e4b-aab1-4ed4-a138-1d67eb6cb774,Esther Nogueira,2001-02-17,970.790.917-55,10880-076,Aragão,PE,Brasil,F,11 6905-5421,97079091755@exemplo.com.br,2024-03-14
346ff82e-1c15-4339-8625-efab4e746d6d,Laura Rodrigues,1983-01-26,941.709.007-56,30605-193,Vasconcelos do Oeste,GO,Brasil,F,31 8923 2423,94170900756@exemplo.com.br,2023-11-09
643c4578-7192-4a35-935a-626b9c98ca83,Marina Cunha,2003-07-16,065.889.233-71,06792-358,Jesus de Goiás,PI,Brasil,F,+55 (011) 1158 1304,06588923371@exemplo.com.br,2023-11-27
3e72532b-3f23-4562-b50c-4681c6e0ddda,Natália Sá,1960-09-22,603.270.690-04,33384-852,Araújo de Goiás,RJ,Brasil,M,+55 (041) 6208 4737,60327069004@exemplo.com.br,2024-02-06
66e781f3-5790-4228-97f2-7c8cfa620334,João Pedro Rios,1999-11-13,894.846.976-81,18952-915,Freitas de Minas,AL,Brasil,M,(084) 9627 6781,89484697681@exemplo.com.br,2025-02-25
6c97e60f-edca-4c20-9119-d094cdbf2956,Hadassa Moraes,2007-03-01,696.646.849-22,97377-929,Castro,AC,Brasil,F,(071) 6430-4070,69664684922@exemplo.com.br,2024-09-28
fdbc7b76-0138-4407-b246-a0a781ddb681,Luiz Miguel Sousa,1946-09-26,295.013.646-08,11949-243,Peixoto,RJ,Brasil,M,+55 51 1692 6474,29501364608@exemplo.com.br,2024-03-30
9bcbaf73-772e-4afb-bd9a-ff5aaaf6321c,Davi Lucca Costa,1956-11-06,926.284.814-23,85009-834,Caldeira de Farias,PR,Brasil,M,(061) 3303 5570,92628481423@exemplo.com.br,2024-03-01
81613a2b-5ae5-4855-96b9-6d89a04c4750,Maria Cecília Cassiano,1952-09-29,861.807.394-65,94731593,Fonseca,ES,Brasil,F,(081) 0169 6708,86180739465@exemplo.com.br,2025-06-05
0ca9e2a7-11e1-4fa8-9851-f2ccfae78750,Vitor da Luz,1979-09-14,219.051.116-98,90015-687,Aragão do Amparo,RS,Brasil,M,(051) 9896 4612,21905111698@exemplo.com.br,2023-07-13
80da6f78-4092-4dd8-8852-28065ff5ec7b,Erick Viana,1997-06-26,171.371.570-68,31342394,Pires,PR,Brasil,F,11 9282-9387,17137157068@exemplo.com.br,2024-06-27
c314ace4-cbab-4475-ac13-447b08b3e976,Isabel da Cruz,1958-08-31,983.829.963-79,15245669,Ramos,AM,Brasil,F,41 6663-3996,98382996379@exemplo.com.br,2024-07-24
76a41d24-c480-4f9a-b1de-a5194ff62185,Maria Júlia Duarte,1997-04-05,296.699.334-89,67514-137,da Costa,CE,Brasil,F,(081) 0871-8265,29669933489@exemplo.com.br,2025-01-29
4c5187b3-87da-4a20-bf03-3b235891441b,Maria Luísa Costa,1968-07-29,465.202.947-68,09353815,Freitas do Oeste,PR,Brasil,M,+55 (061) 1827-4076,46520294768@exemplo.com.br,2023-12-25
139701d5-8f1b-415f-ad68-548eb5c3f178,Kamilly da Cunha,1971-05-22,177.159.223-03,31085-077,Leão das Flores,AM,Brasil,F,+55 84 3789 4342,17715922303@exemplo.com.br,2025-04-08
d3918eb9-5c9b-46b3-ac95-59f1d3e10447,José Pedro Pastor,1971-08-03,412.531.137-77,94095-548,Sampaio,PE,Brasil,M,+55 (081) 9475-3486,41253113777@exemplo.com.br,2024-06-05
ac9633fa-3d82-46b5-962c-642ed22e9855,Manuella das Neves,1977-04-04,290.649.364-89,76981609,Castro Verde,RR,Brasil,F,+55 (061) 7266-2854,29064936489@exemplo.com.br,2025-04-02
8dfa4d48-1854-416d-94f3-eeba891810b6,Maria Alice Mendes,1997-10-15,293.125.121-73,84703-698,Aragão,PR,Brasil,M,41 6846-1640,29312512173@exemplo.com.br,2024-08-16
c4afe506-a3f6-4d0c-b81d-6b0ec14492c4,Danilo Moura,1936-05-06,465.651.604-18,17242-589,Cardoso de Martins,PA,Brasil,F,+55 (081) 9103 2217,46565160418@exemplo.com.br,2024-05-19
677d2876-06b1-4eb6-a684-2e9f2c57fa56,Ester Martins,1983-03-05,767.912.249-84,07216232,Campos,AP,Brasil,F,(061) 3550 7861,76791224984@exemplo.com.br,2024-01-05
928e142d-7ace-428f-81e9-c6ce5348db1d,Pedro Henrique da Cruz,1958-09-17,638.459.770-91,44089-038,da Mota,SP,Brasil,M,+55 11 3666-8766,63845977091@exemplo.com.br,2024-03-09
de7998a9-43f0-4785-b852-81bb0791e463,Davi Araújo,2003-07-11,370.661.699-59,80412-365,Abreu,MS,Brasil,M,+55 84 5249-6140,37066169959@exemplo.com.br,2025-06-14
5769c74c-ebfc-4f8f-99a8-80657468f66c,Isabela Araújo,1960-06-19,988.992.427-11,95130102,Gomes da Prata,PB,Brasil,M,+55 51 5206 9698,98899242711@exemplo.com.br,2024-04-25
cb90023c-e110-42c2-bf2e-a3393eeb7b59,Isis da Mota,1975-11-27,456.579.748-02,75009077,Novaes de Montenegro,PB,Brasil,M,+55 84 7490-2690,45657974802@exemplo.com.br,2023-11-07
d9dbdc40-bf24-4775-9c2e-ef4f693a01a6,Brenda Sales,1998-01-15,861.832.837-56,64330175,Barbosa,MT,Brasil,F,(041) 5422-1321,86183283756@exemplo.com.br,2024-02-14
78b8ef5b-d602-4df6-bafe-d151427ca302,Jade Siqueira,1957-07-06,550.093.641-04,26634453,Monteiro,RR,Brasil,M,0800-905-0032,55009364104@exemplo.com.br,2023-07-26
95074dca-6167-4ddd-8e64-89226eee7d3b,Ana Liz Sousa,1944-06-02,196.676.579-18,20409-052,Sá do Norte,DF,Brasil,M,(071) 9887-3617,19667657918@exemplo.com.br,2024-09-16
e350e950-3ba3-4234-b0bc-76dbb4fd1a1a,Melina Vargas,1937-03-30,979.687.893-37,86741590,Siqueira,RN,Brasil,M,+55 51 9251 5903,97968789337@exemplo.com.br,2024-12-21
21db4228-0891-456a-a03d-d85836fc9fba,Dr. Bento Moreira,1983-05-03,879.675.768-94,17981-080,Fogaça do Norte,MS,Brasil,F,(051) 3541-1582,87967576894@exemplo.com.br,2024-08-04
aeca0f32-98ec-4a85-bbeb-a9728cc7d50b,Dra. Lavínia Sousa,1972-04-13,021.439.633-61,00562-306,Carvalho da Prata,SE,Brasil,F,71 6050-3122,02143963361@exemplo.com.br,2023-11-07
4207477c-b80a-45f5-8e43-eeb4fafdd393,João Lucas Novaes,1965-11-21,232.657.388-83,66850477,Câmara Grande,PR,Brasil,F,81 7891 4634,23265738883@exemplo.com.br,2023-12-02
41ef8821-a9d4-4b43-9da1-168a7598cfac,Srta. Maria Alice Macedo,1965-05-20,721.316.314-78,94347864,da Costa,AL,Brasil,F,+55 11 4042 5639,72131631478@exemplo.com.br,2025-02-15
ca18cc71-eb83-416f-8e75-7a611f24bf4c,Arthur Miguel Oliveira,1958-02-10,213.166.223-34,67117-899,Barros de Azevedo,PA,Brasil,M,84 6312-8247,21316622334@exemplo.com.br,2024-03-08
7fd4cce4-f586-4aaa-be8d-0abf2fa8f3b4,Isaac Montenegro,1993-11-25,894.436.150-20,14269041,da Cruz dos Dourados,PB,Brasil,F,71 9252 6457,89443615020@exemplo.com.br,2024-11-28
afd444d2-ad66-432e-bbb2-4d863213569c,André Machado,1966-01-17,989.994.042-57,55044827,da Conceição,TO,Brasil,F,(031) 1937-5349,98999404257@exemplo.com.br,2024-08-06
0776363e-7a64-4242-8b39-b78d01ff187d,Dr. Bryan Pires,1964-04-06,984.012.394-22,67174-564,Porto do Sul,AP,Brasil,M,(011) 3762-1747,98401239422@exemplo.com.br,2025-01-06
b31a49cb-682f-4ffe-a3ab-f7e8c60be30b,Catarina Pereira,1949-04-12,038.728.568-04,20942-356,Rodrigues do Campo,AM,Brasil,F,+55 61 0798-4453,03872856804@exemplo.com.br,2023-12-08
5c2bf564-56fd-4417-8176-afbee5664717,Maria Alice da Mata,1966-02-17,328.079.854-48,76839-479,Rios dos Dourados,DF,Brasil,M,31 0183 0805,32807985448@exemplo.com.br,2025-03-30
30d14c24-a5bd-4cdb-b7b6-ed53ea7f69f5,Carlos Eduardo Vasconcelos,1943-05-06,963.435.951-67,76306633,Camargo,PB,Brasil,M,+55 (071) 3283 8479,96343595167@exemplo.com.br,2024-06-09
52cd5b39-403f-4cb9-972f-14df6084d127,Cecilia da Rosa,1935-03-18,016.923.916-88,39565686,Sá do Amparo,SP,Brasil,M,+55 84 1891 7889,01692391688@exemplo.com.br,2023-09-08
f4371bce-5a86-4ba7-85eb-77c38fd66462,Srta. Sarah da Paz,1951-02-11,828.388.441-76,87845-501,Almeida de Freitas,PI,Brasil,M,21 8464 8510,82838844176@exemplo.com.br,2024-09-01
e307f821-0bcc-4e13-a187-35b7807ebe96,Allana Moraes,1935-08-12,796.249.083-11,23927-537,Costela,AC,Brasil,F,0300 494 7740,79624908311@exemplo.com.br,2023-10-05
438b8f7d-6cd7-4863-b68f-c9ba803b27cd,Marcos Vinicius Nascimento,1959-03-05,440.528.978-24,74077-428,Carvalho,SC,Brasil,F,+55 (011) 2661-9909,44052897824@exemplo.com.br,2023-09-10
68827f6b-f7ec-4836-a028-2c012edd9f91,Lavínia Santos,1958-01-18,136.339.786-28,86314454,Duarte das Flores,RN,Brasil,F,+55 71 3809 4966,13633978628@exemplo.com.br,2023-12-01
c50ae841-0648-45d8-9eb8-dcb2db8284ba,Fernanda Caldeira,1936-10-18,344.721.891-76,12200170,Silveira de Borges,DF,Brasil,M,(081) 7447 5231,34472189176@exemplo.com.br,2025-04-10
b94c2b77-c919-417f-a0ad-9ce19fbef3cb,Vitor Montenegro,1938-06-21,933.770.332-47,58773-630,Teixeira Grande,RJ,Brasil,F,(031) 7994-7600,93377033247@exemplo.com.br,2023-08-21
ff6df278-e84e-4f62-9576-9678bcd848e7,Ísis Pires,2004-06-28,107.737.680-20,16858-558,Leão de Peixoto,AL,Brasil,M,+55 (011) 0867 7948,10773768020@exemplo.com.br,2024-10-18
0dfd3fe3-9bec-42c7-961d-a1e6dc0a7b6d,Sr. Gael Henrique Caldeira,1954-05-12,444.841.990-22,14816933,Peixoto,SP,Brasil,M,+55 (061) 1853-2216,44484199022@exemplo.com.br,2023-11-11
406efbae-d152-4c7d-976b-aca9594a1ab0,Sr. Rael Porto,1954-06-02,978.324.542-94,11371960,da Rosa do Campo,RR,Brasil,M,+55 51 8105 7842,97832454294@exemplo.com.br,2024-12-19
e709b34a-2041-4676-a65f-174a30da11bc,Srta. Ísis da Rocha,1985-10-01,141.108.473-09,74380112,Monteiro,ES,Brasil,F,51 2546 5279,14110847309@exemplo.com.br,2025-02-28
143bb09c-3577-4841-b6f2-87e5f62eef14,Dr. Erick Novaes,1975-06-18,282.969.123-84,12249026,Machado do Campo,SP,Brasil,F,(041) 9763 8645,28296912384@exemplo.com.br,2024-08-06
b35c6fae-b696-430d-85b9-d17c103856a2,Ravi Costa,1997-03-01,262.026.329-96,21685-685,Castro do Norte,PB,Brasil,F,+55 (031) 1968 9620,26202632996@exemplo.com.br,2025-03-18
8766e402-a75c-43a1-b982-b4d6060eba19,Rael Alves,1974-11-16,866.856.030-87,94398484,Cunha,PB,Brasil,M,+55 (041) 0903 0831,86685603087@exemplo.com.br,2024-08-22
e4defa97-3bad-4664-9deb-0f028bea4a47,Eloah Novais,1971-08-25,413.249.238-04,76421197,Araújo,SE,Brasil,M,(021) 6116 8047,41324923804@exemplo.com.br,2024-05-31
0e16f2b0-180e-4d6b-b36d-ecd7be694a54,Benjamim Ribeiro,1958-09-20,253.876.273-44,38217-016,Almeida,CE,Brasil,F,+55 (031) 5064-9823,25387627344@exemplo.com.br,2024-08-07
4a0598b9-01c0-4d6e-b9d8-dfdf42eecdf4,Ísis Gomes,1957-07-25,003.201.804-99,64168907,Borges,PR,Brasil,M,+55 (084) 3382-1900,00320180499@exemplo.com.br,2024-08-15
0ab7a004-5f97-45e3-a9c8-903071914882,Dra. Joana Vieira,1938-02-06,334.710.370-90,64392761,Monteiro do Sul,MA,Brasil,F,84 5100-2107,33471037090@exemplo.com.br,2025-06-05
012ab361-5344-4b9b-84ad-871d3a2e89b4,Laura Lima,1979-11-10,846.314.357-73,53342-348,da Cunha do Amparo,MS,Brasil,F,21 6762 6366,84631435773@exemplo.com.br,2023-08-22
ddf46a8c-110e-4a1b-a387-e0196b48b788,Leonardo Lopes,1945-07-18,476.032.342-29,62886-718,Ramos,AP,Brasil,F,(031) 7000-7519,47603234229@exemplo.com.br,2024-11-18
889c91bd-67b3-4294-8c01-a672cd8803f2,Maria Helena Fogaça,1965-05-23,577.027.698-64,53606051,Vieira dos Dourados,RR,Brasil,M,+55 (031) 5894-1251,57702769864@exemplo.com.br,2024-03-10
e5babf35-a3db-43be-b6a0-240dbdea06f5,Liam Pereira,2002-07-30,557.308.404-98,12146-438,Leão dos Dourados,PR,Brasil,F,+55 (071) 5933-9123,55730840498@exemplo.com.br,2023-10-14
081fb617-ea69-4aee-8141-c9cfec55fd0f,Yasmin Azevedo,1970-10-13,271.627.236-27,11769132,Almeida das Flores,PA,Brasil,M,71 3140 8814,27162723627@exemplo.com.br,2024-09-22
f4aa3c41-c44c-48d7-96c1-8b501cd53848,Srta. Anna Liz Carvalho,2006-04-20,184.568.552-74,60324907,Araújo Paulista,RS,Brasil,M,41 8826 8442,18456855274@exemplo.com.br,2024-02-07
2a94eb6f-1b46-4f83-900c-fea861f1d208,Luísa Câmara,1961-08-15,663.767.686-07,36402751,Lopes Grande,SE,Brasil,F,0300-464-4863,66376768607@exemplo.com.br,2024-08-01
f1c1cda5-84c2-476b-8587-711834a917ce,Sr. Heitor Brito,1969-11-30,942.666.261-05,60800052,Duarte,MG,Brasil,F,(021) 4306 5322,94266626105@exemplo.com.br,2025-06-12
eefbcbbb-085e-48d1-9d7c-40045ab0e47a,Heloisa Novais,1971-02-12,442.763.006-25,11011-512,Freitas,PI,Brasil,F,11 3084 4944,44276300625@exemplo.com.br,2023-09-03
edf03287-d55d-4501-b060-2a0aa1e79c6a,Liz Rodrigues,1998-06-01,535.599.208-74,26603923,Cavalcante,PB,Brasil,F,+55 (084) 5095 1506,53559920874@exemplo.com.br,2025-01-15
e55c780c-5559-45f0-9ef4-c2b7adfa62e0,Theo Vargas,1947-09-18,912.891.145-36,96239-674,Andrade do Oeste,RS,Brasil,M,+55 (081) 8115-9609,91289114536@exemplo.com.br,2024-11-15
dc38047d-0ad0-4f2e-9f8c-d1c9fba24e1a,Ana Liz Montenegro,1963-05-27,303.324.918-19,05388363,Pacheco Alegre,TO,Brasil,M,(021) 7006-8063,30332491819@exemplo.com.br,2025-02-25
ecc18122-ae6a-4476-81d8-62fcabeb8e67,Sarah Rios,1952-01-11,745.143.247-26,15556-682,Andrade,AM,Brasil,F,+55 81 9827 4502,74514324726@exemplo.com.br,2023-08-08
47e27d95-d6ba-41fc-bb7a-754f129a0eb1,Felipe Gomes,1989-07-15,578.325.536-29,65013-949,Marques do Campo,RR,Brasil,M,0800-047-6960,57832553629@exemplo.com.br,2024-08-18
79fbffb7-d028-4dd7-b48c-92e5e1dddaa0,Letícia Montenegro,1984-04-16,399.764.846-85,67007-580,Almeida Grande,MA,Brasil,M,11 4421-1201,39976484685@exemplo.com.br,2024-03-19
dafe434c-1f21-429b-a7f7-0249fb49ff9a,Eduarda Moura,1975-08-13,605.057.647-34,39531-531,Viana,PB,Brasil,M,61 7765 8368,60505764734@exemplo.com.br,2023-08-19
eca792d7-97ae-427d-ad54-8403321aa583,Ana Sophia Garcia,1967-08-31,948.608.503-91,88238-404,da Mota,TO,Brasil,M,(041) 1164-1604,94860850391@exemplo.com.br,2024-09-20
f2b8d27d-12cb-4910-8876-5d3ce9d44023,Jade Aparecida,1977-07-02,633.957.131-91,99948729,Fonseca,AL,Brasil,M,+55 41 3641 1157,63395713191@exemplo.com.br,2024-05-26
cccf8927-c856-447f-a9fd-f11e0afcbdd3,Rhavi Sousa,1946-10-17,096.798.800-62,21819-306,Siqueira da Mata,RR,Brasil,F,+55 (071) 6317-8305,09679880062@exemplo.com.br,2024-07-23
3125533d-3aa7-46f8-8309-5cf5492ecd67,Julia Barros,1971-05-19,584.483.098-05,75696206,Lima de Pinto,RJ,Brasil,M,+55 (084) 1646-8174,58448309805@exemplo.com.br,2025-02-03
649ad14f-3660-4171-abe2-9b9f1c22c6db,Oliver Sampaio,2000-08-10,952.175.240-88,78014-557,Carvalho,PI,Brasil,F,+55 81 4525 6437,95217524088@exemplo.com.br,2024-11-15
a78970a7-1939-43a6-8a65-e2634f0b1081,Theodoro Vargas,1940-02-13,430.154.765-10,74795696,Nogueira,MT,Brasil,F,(051) 7876-0653,43015476510@exemplo.com.br,2023-10-18
7fe1915b-e911-4a5b-954d-9dd3f7d73770,Yago Oliveira,2003-08-19,633.910.543-64,11422-919,da Rosa de Minas,RN,Brasil,F,+55 11 6906 5101,63391054364@exemplo.com.br,2025-04-15
b9d2d05e-1833-4643-9471-926938d05b84,Valentina Machado,1936-07-24,778.482.452-02,75685-285,Novaes do Amparo,RR,Brasil,F,(081) 6243 5908,77848245202@exemplo.com.br,2024-10-25
a94b1b3a-e640-4829-8096-4d4a16b928bd,Ravi Cirino,1998-04-10,450.793.951-90,42581030,Vasconcelos de Cirino,MG,Brasil,M,41 9329 1496,45079395190@exemplo.com.br,2024-04-20
e15ab9cf-0569-4b6a-9c0f-8685915d5653,Nathan Novais,2005-06-30,384.403.972-72,01360-256,da Costa de Moura,MA,Brasil,M,84 0455-8959,38440397272@exemplo.com.br,2024-07-08
d5d99cd6-2e7f-471c-b45f-309936c78db5,Vitor Hugo Moura,1940-12-12,102.947.598-02,54582-959,Albuquerque,AM,Brasil,F,+55 (061) 7058-5794,10294759802@exemplo.com.br,2024-10-14
443ed6da-05c1-4763-9e25-29eec938cec7,Sra. Sofia Andrade,1938-03-04,021.427.629-26,25280-963,Aragão,RN,Brasil,F,21 8427-6850,02142762926@exemplo.com.br,2024-01-21
a30d451b-f4e8-41e3-85a3-b887e507a883,Ísis Oliveira,1978-12-22,981.184.622-57,87929-228,Novais de Rezende,RJ,Brasil,M,0500 584 0141,98118462257@exemplo.com.br,2025-03-12
dfa3ea02-4d07-44fc-b59b-afd968b630fb,Luiz Felipe Macedo,1987-07-07,224.760.838-57,22452233,Correia Alegre,RR,Brasil,F,+55 (041) 2896 0600,22476083857@exemplo.com.br,2025-03-01
867e81d8-168a-40e2-bcea-643a3c489fff,Rodrigo Cavalcanti,1942-02-13,765.164.060-06,32931252,Castro do Norte,SP,Brasil,F,+55 11 2613-6281,76516406006@exemplo.com.br,2024-04-04
e50ce928-841f-4e6b-b07f-8605f6791d35,Lucas Moura,1967-08-17,684.084.160-60,22106-602,Cavalcanti da Mata,AP,Brasil,M,0300 255 8571,68408416060@exemplo.com.br,2024-02-15
ff124ced-6daa-4681-b5e2-5c7b69196e5e,Heitor Moreira,1960-11-08,001.184.377-61,06549-477,Farias de Goiás,RJ,Brasil,F,(071) 8810 8640,00118437761@exemplo.com.br,2025-01-11
86bf1a31-e43a-4f92-b698-93486d3ed8fe,Leonardo Sales,2003-08-31,856.698.557-20,15344-422,Cardoso da Mata,PE,Brasil,M,(081) 3163-3457,85669855720@exemplo.com.br,2025-06-02
68a027ba-befd-476e-94c8-10d41bfda94c,Sr. Calebe Vieira,1959-11-06,110.799.906-91,56879683,Freitas,RJ,Brasil,F,31 8817 1571,11079990691@exemplo.com.br,2024-03-18
b03babf5-d7e8-4104-b350-08504f9140c8,Benicio Porto,2002-06-01,475.073.310-58,50901-863,da Rosa,BA,Brasil,M,(071) 0636-0360,47507331058@exemplo.com.br,2024-06-15
2283a8d2-818d-4e29-a06d-ab68bdd6f9fa,Sra. Luísa Vasconcelos,1984-09-26,156.815.212-32,42314-723,Rocha,RJ,Brasil,M,31 3620-8144,15681521232@exemplo.com.br,2024-07-29
77711bc5-417a-471a-9bde-b14164380c8d,Arthur Gabriel Nascimento,1964-11-29,580.984.512-04,70123972,da Luz,AP,Brasil,F,+55 (084) 0916 9202,58098451204@exemplo.com.br,2025-06-29
60790a35-a707-4113-a82e-08c200d83ef8,Laís Câmara,1990-03-04,315.634.609-98,78567-570,Moraes Grande,MA,Brasil,M,0300 398 5915,31563460998@exemplo.com.br,2024-05-11
9f17524c-e2a4-45a2-a377-a57a249dcf96,Murilo Ramos,1986-01-31,211.151.453-08,16950240,Gomes de da Luz,AM,Brasil,M,+55 21 1883-0591,21115145308@exemplo.com.br,2025-04-30
9c61aa22-bc39-4903-98fb-814c18f63685,Rebeca Cassiano,1982-11-16,570.226.862-72,55015-123,Machado de Pires,PB,Brasil,F,(041) 7200 8129,57022686272@exemplo.com.br,2023-09-03
9cdfb2b6-9d2d-4641-9b69-051e179ae968,Dr. Mathias Fonseca,1944-10-16,838.033.071-32,64153-890,da Paz de Lima,PI,Brasil,M,11 4595 1932,83803307132@exemplo.com.br,2024-09-05
5eb4ec77-2519-491c-937f-8aa0b7353d3b,Bianca Andrade,1983-01-23,800.239.822-66,33031505,Ribeiro,AC,Brasil,M,+55 (061) 6554 3548,80023982266@exemplo.com.br,2024-12-11
a829e77c-79a1-464a-8d12-b7417f4f145f,Ana Barros,1946-03-19,753.456.888-89,43873758,Fernandes das Pedras,SE,Brasil,F,71 0042 7288,75345688889@exemplo.com.br,2024-01-06
fd965446-08e1-406e-8f98-1137a7d3e79d,André Jesus,1936-11-16,698.772.304-77,07431365,Andrade da Prata,MG,Brasil,F,0900 701 1103,69877230477@exemplo.com.br,2025-02-16
bfb6edcd-f486-46fc-9c11-f8e80f5e8ea4,Dr. Theodoro Souza,1978-03-02,237.506.843-09,68297-601,da Cruz Grande,AC,Brasil,M,+55 51 5712 0668,23750684309@exemplo.com.br,2025-05-26
4affe920-1a64-488c-b398-6e170b90e536,Davi Lucca Barros,1958-07-02,245.927.809-10,50440-324,Fonseca,GO,Brasil,M,(081) 0880-5343,24592780910@exemplo.com.br,2023-12-02
0dbe3e29-f742-46b1-a80b-20c038d9f1e2,Bento Camargo,1975-04-30,760.690.286-64,81455-381,Ribeiro do Norte,RN,Brasil,F,(051) 5384 4300,76069028664@exemplo.com.br,2024-03-11
e814030e-be30-4ce3-98ef-984cd814c0b4,Antony Peixoto,1960-01-13,888.267.457-83,48263-036,Camargo,CE,Brasil,F,(021) 6115 6683,88826745783@exemplo.com.br,2023-09-28
8a1da7e9-7d9f-4c80-9fe5-dbedffe6e659,Melissa Vieira,1940-10-12,001.607.514-93,03474-733,Monteiro Alegre,ES,Brasil,M,+55 51 7058 9637,00160751493@exemplo.com.br,2025-03-10
89a2ab0e-e834-45bb-a8e5-85aca65a0937,Sra. Maria Isis Nascimento,2005-05-31,258.933.247-83,34724939,Andrade das Pedras,DF,Brasil,M,+55 61 4666 0988,25893324783@exemplo.com.br,2024-02-03
16fb2d38-a332-453c-8e70-ed276f67a366,Dra. Bianca Duarte,1996-02-13,713.888.756-61,11560-001,Castro de Câmara,SE,Brasil,M,61 7183 6255,71388875661@exemplo.com.br,2024-02-22
